Tanggal,Provinsi,Kasus Aktif
2021-07-06,Banten,8523
2021-07-07,Banten,8954
2021-07-08,Banten,9309
2021-07-09,Banten,9770
2021-07-10,Banten,9867
2021-07-11,Banten,10232
2021-07-12,Banten,12541
2021-07-13,Banten,15569
2021-07-14,Banten,19059
2021-07-15,Banten,22159
2021-07-16,Banten,25019
2021-07-17,Banten,27963
2021-07-18,Banten,30783
2021-07-19,Banten,32545
2021-07-20,Banten,34920
2021-07-21,Banten,35478
2021-07-22,Banten,38016
2021-07-23,Banten,40197
2021-07-24,Banten,42052
2021-07-25,Banten,43153
2021-07-26,Banten,43238
2021-07-27,Banten,43898
2021-07-28,Banten,43855
2021-07-29,Banten,41332
2021-07-30,Banten,40084
2021-07-31,Banten,37384
2021-08-01,Banten,30593
2021-08-02,Banten,28302
2021-08-03,Banten,28274
2021-08-04,Banten,26750
2021-08-05,Banten,26925
2021-08-06,Banten,21013
2021-08-07,Banten,19186
2021-08-08,Banten,17539
2021-08-09,Banten,15358
2021-08-10,Banten,14675
2021-08-11,Banten,14076
2021-08-12,Banten,14096
2021-08-13,Banten,10968
2021-08-14,Banten,10503
2021-08-15,Banten,9465
2021-08-16,Banten,8254
2021-08-17,Banten,7322
2021-08-18,Banten,6886
2021-08-19,Banten,6856
2021-08-20,Banten,6831
2021-08-21,Banten,7047
2021-08-22,Banten,6397
2021-08-23,Banten,5551
2021-08-24,Banten,5582
2021-08-25,Banten,5394
2021-08-26,Banten,4716
2021-08-27,Banten,4552
2021-08-28,Banten,4255
2021-08-29,Banten,4324
2021-08-30,Banten,3452
2021-08-31,Banten,3193
2021-09-01,Banten,3029
2021-09-02,Banten,2989
2021-09-03,Banten,2890
2021-09-04,Banten,2718
2021-09-05,Banten,2725
2021-09-06,Banten,2595
2021-09-07,Banten,2119
2021-09-08,Banten,2115
2021-09-09,Banten,1986
2021-09-10,Banten,1845
2021-09-11,Banten,1866
2021-09-12,Banten,1793
2021-09-13,Banten,1713
2021-09-14,Banten,1605
2021-09-15,Banten,1595
2021-09-16,Banten,1226
2021-09-17,Banten,1229
2021-09-18,Banten,1209
2021-09-19,Banten,1235
2021-09-20,Banten,1057
2021-09-21,Banten,815
2021-09-22,Banten,822
2021-09-23,Banten,807
2021-09-24,Banten,840
2021-09-25,Banten,846
2021-09-26,Banten,852
2021-09-27,Banten,831
2021-09-28,Banten,835
2021-09-29,Banten,832
2021-09-30,Banten,803
2020-03-21,Yogyakarta,4
2020-03-22,Yogyakarta,4
2020-03-23,Yogyakarta,4
2020-03-24,Yogyakarta,4
2020-03-25,Yogyakarta,14
2020-03-26,Yogyakarta,13
2020-03-27,Yogyakarta,19
2020-03-28,Yogyakarta,19
2020-03-29,Yogyakarta,19
2020-03-30,Yogyakarta,15
2020-03-31,Yogyakarta,20
2020-04-01,Yogyakarta,25
2020-04-02,Yogyakarta,23
2020-04-03,Yogyakarta,23
2020-04-04,Yogyakarta,29
2020-04-05,Yogyakarta,30
2020-04-06,Yogyakarta,36
2020-04-07,Yogyakarta,37
2020-04-08,Yogyakarta,28
2020-04-09,Yogyakarta,28
2020-04-10,Yogyakarta,28
2020-04-11,Yogyakarta,28
2020-04-12,Yogyakarta,28
2020-04-13,Yogyakarta,44
2020-04-14,Yogyakarta,37
2020-04-15,Yogyakarta,37
2020-04-16,Yogyakarta,33
2020-04-17,Yogyakarta,32
2020-04-18,Yogyakarta,34
2020-04-19,Yogyakarta,33
2020-04-20,Yogyakarta,34
2020-04-21,Yogyakarta,35
2020-04-22,Yogyakarta,38
2020-04-23,Yogyakarta,37
2020-04-24,Yogyakarta,34
2020-04-25,Yogyakarta,36
2020-04-26,Yogyakarta,39
2020-04-27,Yogyakarta,39
2020-04-28,Yogyakarta,47
2020-04-29,Yogyakarta,47
2020-04-30,Yogyakarta,45
2020-05-01,Yogyakarta,53
2020-05-02,Yogyakarta,59
2020-05-03,Yogyakarta,59
2020-05-04,Yogyakarta,58
2020-05-05,Yogyakarta,62
2020-05-06,Yogyakarta,62
2020-05-07,Yogyakarta,73
2020-05-08,Yogyakarta,77
2020-05-09,Yogyakarta,80
2020-05-10,Yogyakarta,86
2020-05-11,Yogyakarta,91
2020-05-12,Yogyakarta,99
2020-05-13,Yogyakarta,106
2020-05-14,Yogyakarta,110
2020-05-15,Yogyakarta,110
2020-05-16,Yogyakarta,109
2020-05-17,Yogyakarta,106
2020-05-18,Yogyakarta,102
2020-05-19,Yogyakarta,104
2020-05-20,Yogyakarta,104
2020-05-21,Yogyakarta,102
2020-05-22,Yogyakarta,95
2020-05-23,Yogyakarta,96
2020-05-24,Yogyakarta,96
2020-05-25,Yogyakarta,94
2020-05-26,Yogyakarta,87
2020-05-27,Yogyakarta,86
2020-05-28,Yogyakarta,78
2020-05-29,Yogyakarta,73
2020-05-30,Yogyakarta,67
2020-05-31,Yogyakarta,68
2020-06-01,Yogyakarta,63
2020-06-02,Yogyakarta,61
2020-06-03,Yogyakarta,59
2020-06-04,Yogyakarta,55
2020-06-05,Yogyakarta,56
2020-06-06,Yogyakarta,56
2020-06-07,Yogyakarta,54
2020-06-08,Yogyakarta,54
2020-06-09,Yogyakarta,50
2020-06-10,Yogyakarta,48
2020-06-11,Yogyakarta,49
2020-06-12,Yogyakarta,58
2020-06-13,Yogyakarta,52
2020-06-14,Yogyakarta,51
2020-06-15,Yogyakarta,53
2020-06-16,Yogyakarta,52
2020-06-17,Yogyakarta,52
2020-06-18,Yogyakarta,49
2020-06-19,Yogyakarta,43
2020-06-20,Yogyakarta,46
2020-06-21,Yogyakarta,49
2020-06-22,Yogyakarta,42
2020-06-23,Yogyakarta,45
2020-06-24,Yogyakarta,42
2020-06-25,Yogyakarta,44
2020-06-26,Yogyakarta,42
2020-06-27,Yogyakarta,39
2020-06-28,Yogyakarta,38
2020-06-29,Yogyakarta,37
2020-06-30,Yogyakarta,42
2020-07-01,Yogyakarta,42
2020-07-02,Yogyakarta,43
2020-07-03,Yogyakarta,45
2020-07-04,Yogyakarta,42
2020-07-05,Yogyakarta,47
2020-07-06,Yogyakarta,53
2020-07-07,Yogyakarta,56
2020-07-08,Yogyakarta,56
2020-07-09,Yogyakarta,61
2020-07-10,Yogyakarta,67
2020-07-11,Yogyakarta,70
2020-07-12,Yogyakarta,69
2020-07-13,Yogyakarta,74
2020-07-14,Yogyakarta,73
2020-07-15,Yogyakarta,77
2020-07-16,Yogyakarta,80
2020-07-17,Yogyakarta,83
2020-07-18,Yogyakarta,90
2020-07-19,Yogyakarta,97
2020-07-20,Yogyakarta,100
2020-07-21,Yogyakarta,123
2020-07-22,Yogyakarta,141
2020-07-23,Yogyakarta,146
2020-07-24,Yogyakarta,168
2020-07-25,Yogyakarta,177
2020-07-26,Yogyakarta,179
2020-07-27,Yogyakarta,191
2020-07-28,Yogyakarta,197
2020-07-29,Yogyakarta,200
2020-07-30,Yogyakarta,209
2020-07-31,Yogyakarta,255
2020-08-01,Yogyakarta,310
2020-08-02,Yogyakarta,318
2020-08-03,Yogyakarta,317
2020-08-04,Yogyakarta,315
2020-08-05,Yogyakarta,303
2020-08-06,Yogyakarta,301
2020-08-07,Yogyakarta,292
2020-08-08,Yogyakarta,279
2020-08-09,Yogyakarta,268
2020-08-10,Yogyakarta,258
2020-08-11,Yogyakarta,246
2020-08-12,Yogyakarta,241
2020-08-13,Yogyakarta,239
2020-08-14,Yogyakarta,260
2020-08-15,Yogyakarta,302
2020-08-16,Yogyakarta,322
2020-08-17,Yogyakarta,331
2020-08-18,Yogyakarta,335
2020-08-19,Yogyakarta,348
2020-08-20,Yogyakarta,342
2020-08-21,Yogyakarta,338
2020-08-22,Yogyakarta,337
2020-08-23,Yogyakarta,334
2020-08-24,Yogyakarta,327
2020-08-25,Yogyakarta,357
2020-08-26,Yogyakarta,336
2020-08-27,Yogyakarta,347
2020-08-28,Yogyakarta,343
2020-08-29,Yogyakarta,368
2020-08-30,Yogyakarta,384
2020-08-31,Yogyakarta,360
2020-09-01,Yogyakarta,370
2020-09-02,Yogyakarta,372
2020-09-03,Yogyakarta,389
2020-09-04,Yogyakarta,385
2020-09-05,Yogyakarta,385
2020-09-06,Yogyakarta,354
2020-09-07,Yogyakarta,336
2020-09-08,Yogyakarta,332
2020-09-09,Yogyakarta,329
2020-09-10,Yogyakarta,348
2020-09-11,Yogyakarta,381
2020-09-12,Yogyakarta,412
2020-09-13,Yogyakarta,452
2020-09-14,Yogyakarta,461
2020-09-15,Yogyakarta,472
2020-09-16,Yogyakarta,470
2020-09-17,Yogyakarta,491
2020-09-18,Yogyakarta,513
2020-09-19,Yogyakarta,566
2020-09-20,Yogyakarta,617
2020-09-21,Yogyakarta,642
2020-09-22,Yogyakarta,674
2020-09-23,Yogyakarta,680
2020-09-24,Yogyakarta,681
2020-09-25,Yogyakarta,717
2020-09-26,Yogyakarta,718
2020-09-27,Yogyakarta,711
2020-09-28,Yogyakarta,696
2020-09-29,Yogyakarta,684
2020-09-30,Yogyakarta,691
2020-10-01,Yogyakarta,677
2020-10-02,Yogyakarta,670
2020-10-03,Yogyakarta,722
2020-10-04,Yogyakarta,670
2020-10-05,Yogyakarta,615
2020-10-06,Yogyakarta,595
2020-10-07,Yogyakarta,595
2020-10-08,Yogyakarta,636
2020-10-09,Yogyakarta,659
2020-10-10,Yogyakarta,715
2020-10-11,Yogyakarta,712
2020-10-12,Yogyakarta,670
2020-10-13,Yogyakarta,668
2020-10-14,Yogyakarta,672
2020-10-15,Yogyakarta,660
2020-10-16,Yogyakarta,673
2020-10-17,Yogyakarta,649
2020-10-18,Yogyakarta,624
2020-10-19,Yogyakarta,567
2020-10-20,Yogyakarta,529
2020-10-21,Yogyakarta,539
2020-10-22,Yogyakarta,565
2020-10-23,Yogyakarta,568
2020-10-24,Yogyakarta,576
2020-10-25,Yogyakarta,552
2020-10-26,Yogyakarta,549
2020-10-27,Yogyakarta,557
2020-10-28,Yogyakarta,559
2020-10-29,Yogyakarta,589
2020-10-30,Yogyakarta,587
2020-10-31,Yogyakarta,595
2020-11-01,Yogyakarta,598
2020-11-02,Yogyakarta,580
2020-11-03,Yogyakarta,606
2020-11-04,Yogyakarta,597
2020-11-05,Yogyakarta,733
2020-11-06,Yogyakarta,727
2020-11-07,Yogyakarta,714
2020-11-08,Yogyakarta,714
2020-11-09,Yogyakarta,683
2020-11-10,Yogyakarta,685
2020-11-11,Yogyakarta,671
2020-11-12,Yogyakarta,723
2020-11-13,Yogyakarta,753
2020-11-14,Yogyakarta,780
2020-11-15,Yogyakarta,779
2020-11-16,Yogyakarta,831
2020-11-17,Yogyakarta,893
2020-11-18,Yogyakarta,1001
2020-11-19,Yogyakarta,1059
2020-11-20,Yogyakarta,1063
2020-11-21,Yogyakarta,1093
2020-11-22,Yogyakarta,1157
2020-11-23,Yogyakarta,1135
2020-11-24,Yogyakarta,1173
2020-11-25,Yogyakarta,1176
2020-11-26,Yogyakarta,1219
2020-11-27,Yogyakarta,1275
2020-11-28,Yogyakarta,1356
2020-11-29,Yogyakarta,1444
2020-11-30,Yogyakarta,1420
2020-12-01,Yogyakarta,1461
2020-12-02,Yogyakarta,1552
2020-12-03,Yogyakarta,1663
2020-12-04,Yogyakarta,1768
2020-12-05,Yogyakarta,1849
2020-12-06,Yogyakarta,1988
2020-12-07,Yogyakarta,2027
2020-12-08,Yogyakarta,2125
2020-12-09,Yogyakarta,2104
2020-12-10,Yogyakarta,2184
2020-12-11,Yogyakarta,2222
2020-12-12,Yogyakarta,2349
2020-12-13,Yogyakarta,2368
2020-12-14,Yogyakarta,2421
2020-12-15,Yogyakarta,2471
2020-12-16,Yogyakarta,2616
2020-12-17,Yogyakarta,2778
2020-12-18,Yogyakarta,2788
2020-12-19,Yogyakarta,2927
2020-12-20,Yogyakarta,2926
2020-12-21,Yogyakarta,2929
2020-12-22,Yogyakarta,3015
2020-12-23,Yogyakarta,3191
2020-12-24,Yogyakarta,3271
2020-12-25,Yogyakarta,3360
2020-12-26,Yogyakarta,3528
2020-12-27,Yogyakarta,3559
2020-12-28,Yogyakarta,3658
2020-12-29,Yogyakarta,3635
2020-12-30,Yogyakarta,3582
2020-12-31,Yogyakarta,3720
2021-01-01,Yogyakarta,3828
2021-01-02,Yogyakarta,3901
2021-01-03,Yogyakarta,3885
2021-01-04,Yogyakarta,3896
2021-01-05,Yogyakarta,4145
2021-01-06,Yogyakarta,4123
2021-01-07,Yogyakarta,4293
2021-01-08,Yogyakarta,4517
2021-01-09,Yogyakarta,4675
2021-01-10,Yogyakarta,4714
2021-01-11,Yogyakarta,4790
2021-01-12,Yogyakarta,4905
2021-01-13,Yogyakarta,5041
2021-01-14,Yogyakarta,5196
2021-01-15,Yogyakarta,5192
2021-01-16,Yogyakarta,5185
2021-01-17,Yogyakarta,5280
2021-01-18,Yogyakarta,5282
2021-01-19,Yogyakarta,5461
2021-01-20,Yogyakarta,5547
2021-01-21,Yogyakarta,5788
2021-01-22,Yogyakarta,5887
2021-01-23,Yogyakarta,6235
2021-01-24,Yogyakarta,6250
2021-01-25,Yogyakarta,6137
2021-01-26,Yogyakarta,6145
2021-01-27,Yogyakarta,6174
2021-01-28,Yogyakarta,6141
2021-01-29,Yogyakarta,6342
2021-01-30,Yogyakarta,6390
2021-01-31,Yogyakarta,6236
2021-02-01,Yogyakarta,6192
2021-02-02,Yogyakarta,6141
2021-02-03,Yogyakarta,6144
2021-02-04,Yogyakarta,6230
2021-02-05,Yogyakarta,6343
2021-02-06,Yogyakarta,6290
2021-02-07,Yogyakarta,6219
2021-02-08,Yogyakarta,6157
2021-02-09,Yogyakarta,6055
2021-02-10,Yogyakarta,6086
2021-02-11,Yogyakarta,6088
2021-02-12,Yogyakarta,6184
2021-02-13,Yogyakarta,5920
2021-02-14,Yogyakarta,5773
2021-02-15,Yogyakarta,5763
2021-02-16,Yogyakarta,5640
2021-02-17,Yogyakarta,5613
2021-02-18,Yogyakarta,5740
2021-02-19,Yogyakarta,5739
2021-02-20,Yogyakarta,5808
2021-02-21,Yogyakarta,5720
2021-02-22,Yogyakarta,5624
2021-02-23,Yogyakarta,5603
2021-02-24,Yogyakarta,5545
2021-02-25,Yogyakarta,5515
2021-02-26,Yogyakarta,5462
2021-02-27,Yogyakarta,5463
2021-02-28,Yogyakarta,5370
2021-03-01,Yogyakarta,5236
2021-03-02,Yogyakarta,5116
2021-03-03,Yogyakarta,5178
2021-03-04,Yogyakarta,5121
2021-03-05,Yogyakarta,5201
2021-03-06,Yogyakarta,5036
2021-03-07,Yogyakarta,5076
2021-03-08,Yogyakarta,5076
2021-03-09,Yogyakarta,5060
2021-03-10,Yogyakarta,5091
2021-03-11,Yogyakarta,4923
2021-03-12,Yogyakarta,4956
2021-03-13,Yogyakarta,4882
2021-03-14,Yogyakarta,4702
2021-03-15,Yogyakarta,4688
2021-03-16,Yogyakarta,4639
2021-03-17,Yogyakarta,4833
2021-03-18,Yogyakarta,4960
2021-03-19,Yogyakarta,4918
2021-03-20,Yogyakarta,5055
2021-03-21,Yogyakarta,5086
2021-03-22,Yogyakarta,5051
2021-03-23,Yogyakarta,5033
2021-03-24,Yogyakarta,5133
2021-03-25,Yogyakarta,5197
2021-03-26,Yogyakarta,5281
2021-03-27,Yogyakarta,5210
2021-03-28,Yogyakarta,5152
2021-03-29,Yogyakarta,5080
2021-03-30,Yogyakarta,5120
2021-03-31,Yogyakarta,5157
2021-04-01,Yogyakarta,5048
2021-04-02,Yogyakarta,5134
2021-04-03,Yogyakarta,5014
2021-04-04,Yogyakarta,4952
2021-04-05,Yogyakarta,4859
2021-04-06,Yogyakarta,4878
2021-04-07,Yogyakarta,4949
2021-04-08,Yogyakarta,4954
2021-04-09,Yogyakarta,5019
2021-04-10,Yogyakarta,5065
2021-04-11,Yogyakarta,4986
2021-04-12,Yogyakarta,4849
2021-04-13,Yogyakarta,4843
2021-04-14,Yogyakarta,4840
2021-04-15,Yogyakarta,4789
2021-04-16,Yogyakarta,4801
2021-04-17,Yogyakarta,4669
2021-04-18,Yogyakarta,4581
2021-04-19,Yogyakarta,4577
2021-04-20,Yogyakarta,4540
2021-04-21,Yogyakarta,4518
2021-04-22,Yogyakarta,4493
2021-04-23,Yogyakarta,4365
2021-04-24,Yogyakarta,4248
2021-04-25,Yogyakarta,4215
2021-04-26,Yogyakarta,4172
2021-04-27,Yogyakarta,4119
2021-04-28,Yogyakarta,4206
2021-04-29,Yogyakarta,4150
2021-04-30,Yogyakarta,4153
2021-05-01,Yogyakarta,3947
2021-05-02,Yogyakarta,3814
2021-05-03,Yogyakarta,3634
2021-05-04,Yogyakarta,3529
2021-05-05,Yogyakarta,3494
2021-05-06,Yogyakarta,3399
2021-05-07,Yogyakarta,3301
2021-05-08,Yogyakarta,3167
2021-05-09,Yogyakarta,3095
2021-05-10,Yogyakarta,3017
2021-05-11,Yogyakarta,2860
2021-05-12,Yogyakarta,2837
2021-05-13,Yogyakarta,2698
2021-05-14,Yogyakarta,2617
2021-05-15,Yogyakarta,2440
2021-05-16,Yogyakarta,2412
2021-05-17,Yogyakarta,2370
2021-05-18,Yogyakarta,2310
2021-05-19,Yogyakarta,2337
2021-05-20,Yogyakarta,2371
2021-05-21,Yogyakarta,2296
2021-05-22,Yogyakarta,2216
2021-05-23,Yogyakarta,2177
2021-05-24,Yogyakarta,2119
2021-05-25,Yogyakarta,2133
2021-05-26,Yogyakarta,2125
2021-05-27,Yogyakarta,2099
2021-05-28,Yogyakarta,2080
2021-05-29,Yogyakarta,2113
2021-05-30,Yogyakarta,2110
2021-05-31,Yogyakarta,2120
2021-06-01,Yogyakarta,2152
2021-06-02,Yogyakarta,2286
2021-06-03,Yogyakarta,2340
2021-06-04,Yogyakarta,2473
2021-06-05,Yogyakarta,2510
2021-06-06,Yogyakarta,2589
2021-06-07,Yogyakarta,2630
2021-06-08,Yogyakarta,2660
2021-06-09,Yogyakarta,2747
2021-06-10,Yogyakarta,2960
2021-06-11,Yogyakarta,3151
2021-06-12,Yogyakarta,3367
2021-06-13,Yogyakarta,3600
2021-06-14,Yogyakarta,3815
2021-06-15,Yogyakarta,4025
2021-06-16,Yogyakarta,4266
