Tanggal,Provinsi,Running Sum of divaksin1 (ribu),divaksin1 (ribu)
1/29/2021,Papua,1.968,0.37
1/30/2021,Papua,2.252,0.284
2/1/2021,Papua,2.435,0.183
2/2/2021,Papua,2.728,0.293
2/3/2021,Papua,2.935,0.207
2/4/2021,Papua,3.342,0.407
2/5/2021,Papua,3.582,0.24
2/6/2021,Papua,3.751,0.169
2/7/2021,Papua,3.799,0.048
2/8/2021,Papua,4.515,0.716
2/9/2021,Papua,5.101,0.586
2/10/2021,Papua,5.692,0.591
2/11/2021,Papua,6.529,0.837
2/12/2021,Papua,6.694,0.165
2/13/2021,Papua,7.05,0.356
2/14/2021,Papua,7.076,0.026
2/15/2021,Papua,7.453,0.377
2/16/2021,Papua,8.427,0.974
2/17/2021,Papua,9.228,0.801
2/18/2021,Papua,10.158,0.93
2/19/2021,Papua,10.907,0.749
2/20/2021,Papua,11.374,0.467
2/21/2021,Papua,11.38,0.006
2/22/2021,Papua,12.092,0.712
2/23/2021,Papua,12.867,0.775
2/24/2021,Papua,13.267,0.4
2/25/2021,Papua,13.981,0.714
2/26/2021,Papua,14.593,0.612
2/27/2021,Papua,15.049,0.456
2/28/2021,Papua,15.07,0.021
3/1/2021,Papua,15.379,0.309
3/2/2021,Papua,15.99,0.611
3/3/2021,Papua,16.386,0.396
3/4/2021,Papua,16.845,0.459
3/5/2021,Papua,17.428,0.583
3/6/2021,Papua,17.792,0.364
3/7/2021,Papua,17.826,0.034
3/8/2021,Papua,19.719,1.893
3/9/2021,Papua,22.677,2.958
3/10/2021,Papua,26.159,3.482
3/11/2021,Papua,26.899,0.74
3/12/2021,Papua,30.138,3.239
3/13/2021,Papua,32.44,2.302
3/14/2021,Papua,32.503,0.063
3/15/2021,Papua,35.184,2.681
3/16/2021,Papua,38.753,3.569
3/17/2021,Papua,41.963,3.21
3/18/2021,Papua,46.14,4.177
3/19/2021,Papua,49.983,3.843
3/20/2021,Papua,53.752,3.769
3/21/2021,Papua,54.003,0.251
3/22/2021,Papua,56.861,2.858
3/23/2021,Papua,60.207,3.346
3/24/2021,Papua,63.719,3.512
3/25/2021,Papua,68.908,5.189
3/26/2021,Papua,73.115,4.207
3/27/2021,Papua,77.341,4.226
3/28/2021,Papua,77.901,0.56
3/29/2021,Papua,81.366,3.465
3/30/2021,Papua,84.774,3.408
3/31/2021,Papua,87.416,2.642
4/1/2021,Papua,89.548,2.132
4/2/2021,Papua,89.587,0.039
4/3/2021,Papua,90.389,0.802
4/4/2021,Papua,90.444,0.055
4/5/2021,Papua,90.716,0.272
4/6/2021,Papua,93.142,2.426
4/7/2021,Papua,96.888,3.746
4/8/2021,Papua,101.529,4.641
4/9/2021,Papua,103.292,1.763
4/10/2021,Papua,104.444,1.152
4/11/2021,Papua,104.518,0.074
4/12/2021,Papua,106.761,2.243
4/13/2021,Papua,108.202,1.441
4/14/2021,Papua,108.942,0.74
4/15/2021,Papua,110.161,1.219
4/16/2021,Papua,111.459,1.298
4/17/2021,Papua,112.346,0.887
4/18/2021,Papua,112.898,0.552
4/19/2021,Papua,114.214,1.316
4/20/2021,Papua,115.425,1.211
4/21/2021,Papua,117.106,1.681
4/22/2021,Papua,118.673,1.567
4/23/2021,Papua,119.579,0.906
4/24/2021,Papua,120.807,1.228
4/25/2021,Papua,120.871,0.064
4/26/2021,Papua,121.983,1.112
4/27/2021,Papua,123.271,1.288
4/28/2021,Papua,124.465,1.194
4/29/2021,Papua,125.622,1.157
4/30/2021,Papua,126.634,1.012
5/1/2021,Papua,127.602,0.968
5/2/2021,Papua,127.602,0
5/3/2021,Papua,127.998,0.396
5/4/2021,Papua,128.598,0.6
5/5/2021,Papua,129.161,0.563
5/6/2021,Papua,129.815,0.654
5/7/2021,Papua,130.244,0.429
5/8/2021,Papua,130.772,0.528
5/9/2021,Papua,130.777,0.005
5/10/2021,Papua,131.129,0.352
5/11/2021,Papua,131.47,0.341
5/12/2021,Papua,131.553,0.083
5/13/2021,Papua,131.562,0.009
5/14/2021,Papua,131.569,0.007
5/15/2021,Papua,131.738,0.169
5/16/2021,Papua,131.77,0.032
5/17/2021,Papua,131.996,0.226
5/18/2021,Papua,132.506,0.51
5/19/2021,Papua,133.04,0.534
5/20/2021,Papua,133.692,0.652
5/21/2021,Papua,134.819,1.127
5/22/2021,Papua,136.464,1.645
5/23/2021,Papua,136.491,0.027
5/24/2021,Papua,137.071,0.58
5/25/2021,Papua,138.731,1.66
5/26/2021,Papua,138.987,0.256
5/27/2021,Papua,140.311,1.324
5/28/2021,Papua,141.818,1.507
5/29/2021,Papua,143.243,1.425
5/30/2021,Papua,143.352,0.109
5/31/2021,Papua,144.716,1.364
6/1/2021,Papua,144.894,0.178
6/2/2021,Papua,146.255,1.361
6/3/2021,Papua,147.688,1.433
6/4/2021,Papua,148.904,1.216
6/5/2021,Papua,150.313,1.409
6/6/2021,Papua,150.439,0.126
6/7/2021,Papua,151.722,1.283
6/8/2021,Papua,152.761,1.039
6/9/2021,Papua,154.075,1.314
6/10/2021,Papua,155.606,1.531
6/11/2021,Papua,157.347,1.741
6/12/2021,Papua,158.425,1.078
6/13/2021,Papua,158.586,0.161
6/14/2021,Papua,160.144,1.558
6/15/2021,Papua,161.952,1.808
6/16/2021,Papua,164.381,2.429
6/17/2021,Papua,166.094,1.713
6/18/2021,Papua,167.696,1.602
6/19/2021,Papua,169.19,1.494
6/20/2021,Papua,169.381,0.191
6/21/2021,Papua,171.08,1.699
6/22/2021,Papua,173.024,1.944
6/23/2021,Papua,174.769,1.745
6/24/2021,Papua,177.034,2.265
6/25/2021,Papua,179.314,2.28
6/26/2021,Papua,189.415,10.101
6/27/2021,Papua,189.979,0.564
6/28/2021,Papua,193.609,3.63
6/29/2021,Papua,198.075,4.466
6/30/2021,Papua,203.106,5.031
7/1/2021,Papua,208.897,5.791
7/2/2021,Papua,213.371,4.474
7/3/2021,Papua,223.22,9.849
7/4/2021,Papua,226.107,2.887
7/5/2021,Papua,235.676,9.569
7/6/2021,Papua,249.842,14.166
7/7/2021,Papua,262.417,12.575
7/8/2021,Papua,275.53,13.113
7/9/2021,Papua,287.102,11.572
7/10/2021,Papua,295.009,7.907
7/11/2021,Papua,295.994,0.985
7/12/2021,Papua,303.881,7.887
7/13/2021,Papua,312.078,8.197
7/14/2021,Papua,319.648,7.570000000
7/15/2021,Papua,327.023,7.375
7/16/2021,Papua,332.632,5.609
7/17/2021,Papua,339.357,6.725
7/18/2021,Papua,340.884,1.527
7/19/2021,Papua,345.242,4.358
7/20/2021,Papua,345.409,0.167
7/21/2021,Papua,349.444,4.035
7/22/2021,Papua,355.114,5.67
7/23/2021,Papua,358.663,3.549
7/24/2021,Papua,362.373,3.71
7/25/2021,Papua,362.797,0.424
7/26/2021,Papua,366.398,3.601
7/27/2021,Papua,369.286,2.888
7/28/2021,Papua,371.931,2.645
7/29/2021,Papua,374.648,2.717
7/30/2021,Papua,376.51,1.862
7/31/2021,Papua,377.973,1.463
8/1/2021,Papua,378.318,0.345
8/2/2021,Papua,379.782,1.464
8/3/2021,Papua,381.524,1.742
8/4/2021,Papua,383.7,2.176
8/5/2021,Papua,385.93,2.23
8/6/2021,Papua,388.215,2.285
8/7/2021,Papua,390.424,2.209
8/8/2021,Papua,390.686,0.262
8/9/2021,Papua,393.544,2.858
8/10/2021,Papua,395.884,2.34
8/11/2021,Papua,396.9,1.016
8/12/2021,Papua,400.264,3.364
8/13/2021,Papua,403.363,3.099
8/14/2021,Papua,405.713,2.35
8/15/2021,Papua,406.437,0.724
8/16/2021,Papua,409.735,3.298
8/17/2021,Papua,410.245,0.51
8/18/2021,Papua,413.581,3.336
8/19/2021,Papua,417.526,3.945
8/20/2021,Papua,420.395,2.869
8/21/2021,Papua,424.557,4.162
8/22/2021,Papua,426.337,1.78
8/23/2021,Papua,431.168,4.831
8/24/2021,Papua,436.137,4.969
8/25/2021,Papua,440.387,4.25
8/26/2021,Papua,445.039,4.652
8/27/2021,Papua,449.948,4.909
8/28/2021,Papua,453.794,3.846
8/29/2021,Papua,453.94,0.146
8/30/2021,Papua,458.737,4.797
8/31/2021,Papua,464.266,5.529
9/1/2021,Papua,468.829,4.563
9/2/2021,Papua,473.96,5.131
9/3/2021,Papua,478.667,4.707
9/4/2021,Papua,484.812,6.145
9/5/2021,Papua,485.268,0.456
9/6/2021,Papua,489.849,4.581
9/7/2021,Papua,493.889,4.04
9/8/2021,Papua,497.842,3.953
9/9/2021,Papua,502.018,4.176
9/10/2021,Papua,506.173,4.155
9/11/2021,Papua,510.678,4.505
9/12/2021,Papua,511.646,0.968
9/13/2021,Papua,517.385,5.739
9/14/2021,Papua,522.559,5.174
9/15/2021,Papua,527.861,5.302
9/16/2021,Papua,532.515,4.654
9/17/2021,Papua,537.008,4.493
9/18/2021,Papua,542.227,5.219
9/19/2021,Papua,544.707,2.48
9/20/2021,Papua,551.196,6.489
9/21/2021,Papua,557.096,5.9
9/22/2021,Papua,563.594,6.498
9/23/2021,Papua,570.871,7.277
9/24/2021,Papua,578.157,7.286
9/25/2021,Papua,583.409,5.252
9/26/2021,Papua,585.744,2.335
9/27/2021,Papua,588.839,3.095
9/28/2021,Papua,591.652,2.813
9/29/2021,Papua,594.353,2.701
9/30/2021,Papua,597.489,3.136
10/1/2021,Papua,599.303,1.814
10/2/2021,Papua,600.488,1.185
10/3/2021,Papua,600.795,0.307
10/4/2021,Papua,602.544,1.749
10/5/2021,Papua,604.129,1.585
10/6/2021,Papua,605.489,1.36
10/7/2021,Papua,607.492,2.003
10/8/2021,Papua,608.98,1.488
10/9/2021,Papua,610.866,1.886
10/10/2021,Papua,611.024,0.158
10/11/2021,Papua,612.898,1.874
10/12/2021,Papua,615.111,2.213
10/13/2021,Papua,616.896,1.785
10/14/2021,Papua,618.961,2.065
10/15/2021,Papua,620.562,1.601
10/16/2021,Papua,621.916,1.354
10/17/2021,Papua,621.961,0.045
10/18/2021,Papua,623.944,1.983
10/19/2021,Papua,625.441,1.497
10/20/2021,Papua,625.863,0.422
10/21/2021,Papua,627.719,1.856
10/22/2021,Papua,629.834,2.115
10/23/2021,Papua,631.453,1.619
10/24/2021,Papua,631.634,0.181
10/25/2021,Papua,634.099,2.465
10/26/2021,Papua,634.948,0.849
10/27/2021,Papua,636.771,1.823
10/28/2021,Papua,638.749,1.978
10/29/2021,Papua,640.159,1.41
10/30/2021,Papua,641.267,1.108
10/31/2021,Papua,641.416,0.149
11/1/2021,Papua,642.903,1.487
11/2/2021,Papua,644.719,1.816
11/3/2021,Papua,646.171,1.452
11/4/2021,Papua,647.766,1.595
11/5/2021,Papua,649.001,1.235
11/6/2021,Papua,650.337,1.336
11/7/2021,Papua,650.518,0.181
11/8/2021,Papua,651.73,1.212
11/9/2021,Papua,652.922,1.192
11/10/2021,Papua,654.329,1.407
11/11/2021,Papua,655.462,1.133
11/12/2021,Papua,656.942,1.48
11/13/2021,Papua,657.959,1.017
11/14/2021,Papua,658.136,0.177
11/15/2021,Papua,659.413,1.277
11/16/2021,Papua,660.449,1.036
11/17/2021,Papua,661.65,1.201
11/18/2021,Papua,663.139,1.489
11/19/2021,Papua,664.356,1.217
11/20/2021,Papua,665.267,0.911
11/21/2021,Papua,665.354,0.087
11/22/2021,Papua,666.865,1.511
11/23/2021,Papua,668.403,1.538
11/24/2021,Papua,669.859,1.456
11/25/2021,Papua,671.192,1.333
11/26/2021,Papua,672.645,1.453
11/27/2021,Papua,674.034,1.389
11/28/2021,Papua,674.13,0.096
11/29/2021,Papua,675.465,1.335
11/30/2021,Papua,676.5,1.035
12/1/2021,Papua,678.441,1.941
12/2/2021,Papua,679.864,1.423
12/3/2021,Papua,680.822,0.958
12/4/2021,Papua,681.953,1.131
12/5/2021,Papua,681.999,0.046
12/6/2021,Papua,682.897,0.898
12/7/2021,Papua,684.131,1.234
12/8/2021,Papua,685.169,1.038
12/9/2021,Papua,686.31,1.141
12/10/2021,Papua,687.436,1.126
12/11/2021,Papua,688.451,1.015
12/12/2021,Papua,688.776,0.325
12/13/2021,Papua,689.947,1.171
1/9/2021,Nusa Tenggara Timur,0.001,0.001
1/12/2021,Nusa Tenggara Timur,0.002,0.001
1/14/2021,Nusa Tenggara Timur,0.009,0.007
1/15/2021,Nusa Tenggara Timur,0.023,0.014
1/16/2021,Nusa Tenggara Timur,0.025,0.002
1/18/2021,Nusa Tenggara Timur,0.078,0.053
1/19/2021,Nusa Tenggara Timur,0.23,0.152
1/20/2021,Nusa Tenggara Timur,0.425,0.195
1/21/2021,Nusa Tenggara Timur,0.744,0.319
1/22/2021,Nusa Tenggara Timur,1.012,0.268
1/23/2021,Nusa Tenggara Timur,1.327,0.315
1/24/2021,Nusa Tenggara Timur,1.399,0.072
1/25/2021,Nusa Tenggara Timur,1.561,0.162
1/26/2021,Nusa Tenggara Timur,1.755,0.194
1/27/2021,Nusa Tenggara Timur,1.991,0.236
1/28/2021,Nusa Tenggara Timur,2.148,0.157
1/29/2021,Nusa Tenggara Timur,2.256,0.108
1/30/2021,Nusa Tenggara Timur,2.328,0.072
1/31/2021,Nusa Tenggara Timur,2.329,0.001
2/1/2021,Nusa Tenggara Timur,2.431,0.102
2/2/2021,Nusa Tenggara Timur,2.836,0.405
2/3/2021,Nusa Tenggara Timur,4.197,1.361
2/4/2021,Nusa Tenggara Timur,6.427,2.23
2/5/2021,Nusa Tenggara Timur,9.168,2.741
2/6/2021,Nusa Tenggara Timur,12.553,3.385
2/7/2021,Nusa Tenggara Timur,13.588,1.035
2/8/2021,Nusa Tenggara Timur,17.313,3.725
2/9/2021,Nusa Tenggara Timur,20.203,2.89
2/10/2021,Nusa Tenggara Timur,22.533,2.33
2/11/2021,Nusa Tenggara Timur,24.22,1.687
2/12/2021,Nusa Tenggara Timur,24.341,0.121
2/13/2021,Nusa Tenggara Timur,25.044,0.703
2/14/2021,Nusa Tenggara Timur,25.063,0.019
2/15/2021,Nusa Tenggara Timur,25.95,0.887
2/16/2021,Nusa Tenggara Timur,26.701,0.751
2/17/2021,Nusa Tenggara Timur,27.448,0.747
2/18/2021,Nusa Tenggara Timur,28.137,0.689
2/19/2021,Nusa Tenggara Timur,28.654,0.517
2/20/2021,Nusa Tenggara Timur,29.14,0.486
2/21/2021,Nusa Tenggara Timur,29.157,0.017
2/22/2021,Nusa Tenggara Timur,29.586,0.429
2/23/2021,Nusa Tenggara Timur,30.017,0.431
2/24/2021,Nusa Tenggara Timur,30.522,0.505
2/25/2021,Nusa Tenggara Timur,30.778,0.256
2/26/2021,Nusa Tenggara Timur,30.863,0.085
2/27/2021,Nusa Tenggara Timur,31.108,0.245
2/28/2021,Nusa Tenggara Timur,31.109,0.001
3/1/2021,Nusa Tenggara Timur,31.347,0.238
3/2/2021,Nusa Tenggara Timur,31.717,0.37
3/3/2021,Nusa Tenggara Timur,32.371,0.654
3/4/2021,Nusa Tenggara Timur,33.347,0.976
3/5/2021,Nusa Tenggara Timur,34.704,1.357
3/6/2021,Nusa Tenggara Timur,35.389,0.685
3/7/2021,Nusa Tenggara Timur,35.398,0.009
3/8/2021,Nusa Tenggara Timur,37.684,2.286
3/9/2021,Nusa Tenggara Timur,41.29,3.606
3/10/2021,Nusa Tenggara Timur,44.718,3.428
3/11/2021,Nusa Tenggara Timur,45.551,0.833
3/12/2021,Nusa Tenggara Timur,48.139,2.588
3/13/2021,Nusa Tenggara Timur,49.72,1.581
3/14/2021,Nusa Tenggara Timur,49.721,0.001
3/15/2021,Nusa Tenggara Timur,52.884,3.163
3/16/2021,Nusa Tenggara Timur,56.913,4.029
3/17/2021,Nusa Tenggara Timur,60.738,3.825
3/18/2021,Nusa Tenggara Timur,64.292,3.554
3/19/2021,Nusa Tenggara Timur,66.55,2.258
3/20/2021,Nusa Tenggara Timur,69.114,2.564
3/21/2021,Nusa Tenggara Timur,69.15,0.036
3/22/2021,Nusa Tenggara Timur,72.067,2.917
3/23/2021,Nusa Tenggara Timur,75.531,3.464
3/24/2021,Nusa Tenggara Timur,77.665,2.134
3/25/2021,Nusa Tenggara Timur,81.407,3.742
3/26/2021,Nusa Tenggara Timur,85.971,4.564
3/27/2021,Nusa Tenggara Timur,88.62,2.649
3/28/2021,Nusa Tenggara Timur,88.624,0.004
3/29/2021,Nusa Tenggara Timur,90.902,2.278
3/30/2021,Nusa Tenggara Timur,92.52,1.618
3/31/2021,Nusa Tenggara Timur,94.21,1.69
4/1/2021,Nusa Tenggara Timur,95.168,0.958
4/2/2021,Nusa Tenggara Timur,95.196,0.028
4/3/2021,Nusa Tenggara Timur,95.845,0.649
4/4/2021,Nusa Tenggara Timur,95.865,0.02
4/5/2021,Nusa Tenggara Timur,96.368,0.503
4/6/2021,Nusa Tenggara Timur,98.088,1.72
4/7/2021,Nusa Tenggara Timur,99.608,1.52
4/8/2021,Nusa Tenggara Timur,100.451,0.843
4/9/2021,Nusa Tenggara Timur,101.37,0.919
4/10/2021,Nusa Tenggara Timur,102.234,0.864
4/11/2021,Nusa Tenggara Timur,102.244,0.01
4/12/2021,Nusa Tenggara Timur,103.176,0.932
4/13/2021,Nusa Tenggara Timur,104.19,1.014
4/14/2021,Nusa Tenggara Timur,105.819,1.629
4/15/2021,Nusa Tenggara Timur,106.98,1.161
4/16/2021,Nusa Tenggara Timur,108.489,1.509
4/17/2021,Nusa Tenggara Timur,109.748,1.259
4/18/2021,Nusa Tenggara Timur,109.804,0.056
4/19/2021,Nusa Tenggara Timur,111.465,1.661
4/20/2021,Nusa Tenggara Timur,114.381,2.916
4/21/2021,Nusa Tenggara Timur,118.118,3.737
4/22/2021,Nusa Tenggara Timur,122.082,3.964
4/23/2021,Nusa Tenggara Timur,126.556,4.474
4/24/2021,Nusa Tenggara Timur,130.401,3.845
4/25/2021,Nusa Tenggara Timur,131.147,0.746
4/26/2021,Nusa Tenggara Timur,137.252,6.105
4/27/2021,Nusa Tenggara Timur,146.824,9.572
4/28/2021,Nusa Tenggara Timur,157.995,11.171
4/29/2021,Nusa Tenggara Timur,169.89,11.895
4/30/2021,Nusa Tenggara Timur,177.927,8.037
5/1/2021,Nusa Tenggara Timur,179.382,1.455
5/2/2021,Nusa Tenggara Timur,179.734,0.352
5/3/2021,Nusa Tenggara Timur,185.123,5.389
5/4/2021,Nusa Tenggara Timur,190.186,5.063
5/5/2021,Nusa Tenggara Timur,194.117,3.931
5/6/2021,Nusa Tenggara Timur,197.936,3.819
5/7/2021,Nusa Tenggara Timur,200.318,2.382
5/8/2021,Nusa Tenggara Timur,202.508,2.19
5/9/2021,Nusa Tenggara Timur,202.597,0.089
5/10/2021,Nusa Tenggara Timur,205.814,3.217
5/11/2021,Nusa Tenggara Timur,209.874,4.06
5/12/2021,Nusa Tenggara Timur,210.872,0.998
5/13/2021,Nusa Tenggara Timur,210.988,0.116
5/14/2021,Nusa Tenggara Timur,211.066,0.078
5/15/2021,Nusa Tenggara Timur,211.4,0.334
5/16/2021,Nusa Tenggara Timur,211.588,0.188
5/17/2021,Nusa Tenggara Timur,213.097,1.509
5/18/2021,Nusa Tenggara Timur,215.63,2.533
5/19/2021,Nusa Tenggara Timur,217.907,2.277
5/20/2021,Nusa Tenggara Timur,220.874,2.967
5/21/2021,Nusa Tenggara Timur,223.401,2.527
5/22/2021,Nusa Tenggara Timur,224.835,1.434
5/23/2021,Nusa Tenggara Timur,224.887,0.052
5/24/2021,Nusa Tenggara Timur,228.131,3.244
5/25/2021,Nusa Tenggara Timur,234.751,6.62
5/26/2021,Nusa Tenggara Timur,235.461,0.71
5/27/2021,Nusa Tenggara Timur,242.619,7.158
5/28/2021,Nusa Tenggara Timur,247.953,5.334
5/29/2021,Nusa Tenggara Timur,251.029,3.076
5/30/2021,Nusa Tenggara Timur,251.088,0.059
5/31/2021,Nusa Tenggara Timur,254.114,3.026
6/1/2021,Nusa Tenggara Timur,254.543,0.429
6/2/2021,Nusa Tenggara Timur,258.411,3.868
6/3/2021,Nusa Tenggara Timur,262.207,3.796
6/4/2021,Nusa Tenggara Timur,264.707,2.5
6/5/2021,Nusa Tenggara Timur,267.246,2.539
6/6/2021,Nusa Tenggara Timur,267.344,0.098
6/7/2021,Nusa Tenggara Timur,270.097,2.753
6/8/2021,Nusa Tenggara Timur,272.987,2.89
6/9/2021,Nusa Tenggara Timur,276.19,3.203
6/10/2021,Nusa Tenggara Timur,279.36,3.17
6/11/2021,Nusa Tenggara Timur,282.892,3.532
6/12/2021,Nusa Tenggara Timur,286.13,3.238
6/13/2021,Nusa Tenggara Timur,286.47,0.34
6/14/2021,Nusa Tenggara Timur,290.628,4.158
6/15/2021,Nusa Tenggara Timur,296.015,5.387
6/16/2021,Nusa Tenggara Timur,303.216,7.201
6/17/2021,Nusa Tenggara Timur,309.953,6.737
6/18/2021,Nusa Tenggara Timur,316.222,6.269
6/19/2021,Nusa Tenggara Timur,322.574,6.352
6/20/2021,Nusa Tenggara Timur,322.943,0.369
6/21/2021,Nusa Tenggara Timur,326.631,3.688
6/22/2021,Nusa Tenggara Timur,331.398,4.767
6/23/2021,Nusa Tenggara Timur,337.245,5.847
6/24/2021,Nusa Tenggara Timur,341.202,3.957
6/25/2021,Nusa Tenggara Timur,346.11,4.908
6/26/2021,Nusa Tenggara Timur,370.132,24.022
6/27/2021,Nusa Tenggara Timur,371.888,1.756
6/28/2021,Nusa Tenggara Timur,378.936,7.048
6/29/2021,Nusa Tenggara Timur,390.858,11.922
6/30/2021,Nusa Tenggara Timur,399.746,8.888
7/1/2021,Nusa Tenggara Timur,408.651,8.905
7/2/2021,Nusa Tenggara Timur,417.125,8.474
7/3/2021,Nusa Tenggara Timur,424.263,7.138
7/4/2021,Nusa Tenggara Timur,426.249,1.986
7/5/2021,Nusa Tenggara Timur,436.319,10.07
7/6/2021,Nusa Tenggara Timur,447.196,10.877
7/7/2021,Nusa Tenggara Timur,455.87,8.674
7/8/2021,Nusa Tenggara Timur,464.444,8.574
7/9/2021,Nusa Tenggara Timur,471.661,7.217
7/10/2021,Nusa Tenggara Timur,479.045,7.384000000
7/11/2021,Nusa Tenggara Timur,481.857,2.812
7/12/2021,Nusa Tenggara Timur,490.673,8.816
7/13/2021,Nusa Tenggara Timur,499.185,8.512
7/14/2021,Nusa Tenggara Timur,509.494,10.309
7/15/2021,Nusa Tenggara Timur,520.096,10.602
7/16/2021,Nusa Tenggara Timur,530.894,10.798
7/17/2021,Nusa Tenggara Timur,536.899,6.005
7/18/2021,Nusa Tenggara Timur,537.988,1.089
7/19/2021,Nusa Tenggara Timur,544.989,7.001
7/20/2021,Nusa Tenggara Timur,545.875,0.886
7/21/2021,Nusa Tenggara Timur,557.071,11.196
7/22/2021,Nusa Tenggara Timur,567.462,10.391
7/23/2021,Nusa Tenggara Timur,574.634,7.172
7/24/2021,Nusa Tenggara Timur,580.516,5.882
7/25/2021,Nusa Tenggara Timur,581.167,0.651
7/26/2021,Nusa Tenggara Timur,587.299,6.132
7/27/2021,Nusa Tenggara Timur,591.938,4.639
7/28/2021,Nusa Tenggara Timur,595.232,3.294
7/29/2021,Nusa Tenggara Timur,598.94,3.708
7/30/2021,Nusa Tenggara Timur,601.88,2.94
7/31/2021,Nusa Tenggara Timur,604.772,2.892
8/1/2021,Nusa Tenggara Timur,604.86,0.088
8/2/2021,Nusa Tenggara Timur,607.556,2.696
8/3/2021,Nusa Tenggara Timur,610.629,3.073
8/4/2021,Nusa Tenggara Timur,613.755,3.126
8/5/2021,Nusa Tenggara Timur,617.494,3.739
8/6/2021,Nusa Tenggara Timur,622.384,4.89
8/7/2021,Nusa Tenggara Timur,626.768,4.384
8/8/2021,Nusa Tenggara Timur,627.23,0.462
8/9/2021,Nusa Tenggara Timur,631.271,4.041
8/10/2021,Nusa Tenggara Timur,634.854,3.583
8/11/2021,Nusa Tenggara Timur,637.486,2.632
8/12/2021,Nusa Tenggara Timur,642.518,5.032
8/13/2021,Nusa Tenggara Timur,648.088,5.57
8/14/2021,Nusa Tenggara Timur,652.453,4.365000000
8/15/2021,Nusa Tenggara Timur,653.043,0.59
8/16/2021,Nusa Tenggara Timur,656.682,3.639
8/17/2021,Nusa Tenggara Timur,658.081,1.399
8/18/2021,Nusa Tenggara Timur,662.775,4.694
8/19/2021,Nusa Tenggara Timur,666.705,3.93
8/20/2021,Nusa Tenggara Timur,672.296,5.591
8/21/2021,Nusa Tenggara Timur,678.878,6.582
8/22/2021,Nusa Tenggara Timur,679.353,0.475
8/23/2021,Nusa Tenggara Timur,686.013,6.66
8/24/2021,Nusa Tenggara Timur,697.74,11.727
8/25/2021,Nusa Tenggara Timur,706.449,8.709
8/26/2021,Nusa Tenggara Timur,719.394,12.945
8/27/2021,Nusa Tenggara Timur,732.625,13.231
8/28/2021,Nusa Tenggara Timur,741.734,9.109
8/29/2021,Nusa Tenggara Timur,742.675,0.941
8/30/2021,Nusa Tenggara Timur,753.123,10.448
8/31/2021,Nusa Tenggara Timur,766.989,13.866
9/1/2021,Nusa Tenggara Timur,783.237,16.248
9/2/2021,Nusa Tenggara Timur,811.14,27.903
9/3/2021,Nusa Tenggara Timur,834.119,22.979
9/4/2021,Nusa Tenggara Timur,847.979,13.86
9/5/2021,Nusa Tenggara Timur,848.87,0.891
9/6/2021,Nusa Tenggara Timur,863.65,14.78
9/7/2021,Nusa Tenggara Timur,881.411,17.761
9/8/2021,Nusa Tenggara Timur,900.899,19.488
9/9/2021,Nusa Tenggara Timur,922.289,21.39
9/10/2021,Nusa Tenggara Timur,944.827,22.538
9/11/2021,Nusa Tenggara Timur,966.12,21.293
9/12/2021,Nusa Tenggara Timur,967.66,1.54
9/13/2021,Nusa Tenggara Timur,990.554,22.894
9/14/2021,Nusa Tenggara Timur,1011.97,21.416
9/15/2021,Nusa Tenggara Timur,1035.655,23.685
9/16/2021,Nusa Tenggara Timur,1058.254,22.599
9/17/2021,Nusa Tenggara Timur,1076.731,18.477
9/18/2021,Nusa Tenggara Timur,1093.48,16.749
9/19/2021,Nusa Tenggara Timur,1095.048,1.568
9/20/2021,Nusa Tenggara Timur,1111.006,15.958
9/21/2021,Nusa Tenggara Timur,1128.212,17.206
9/22/2021,Nusa Tenggara Timur,1144.021,15.809
9/23/2021,Nusa Tenggara Timur,1161.598,17.577
9/24/2021,Nusa Tenggara Timur,1175.819,14.221
9/25/2021,Nusa Tenggara Timur,1187.04,11.221
9/26/2021,Nusa Tenggara Timur,1187.215,0.175
9/27/2021,Nusa Tenggara Timur,1197.169,9.954
9/28/2021,Nusa Tenggara Timur,1207.634,10.465
9/29/2021,Nusa Tenggara Timur,1218.373,10.739
9/30/2021,Nusa Tenggara Timur,1225.835,7.462
10/1/2021,Nusa Tenggara Timur,1232.01,6.175
10/2/2021,Nusa Tenggara Timur,1238.088,6.078
10/3/2021,Nusa Tenggara Timur,1238.533,0.445
10/4/2021,Nusa Tenggara Timur,1243.905,5.372
10/5/2021,Nusa Tenggara Timur,1251.59,7.685
10/6/2021,Nusa Tenggara Timur,1261.907,10.317
10/7/2021,Nusa Tenggara Timur,1272.368,10.461
10/8/2021,Nusa Tenggara Timur,1280.097,7.729
10/9/2021,Nusa Tenggara Timur,1286.616,6.519
10/10/2021,Nusa Tenggara Timur,1288.986,2.37
10/11/2021,Nusa Tenggara Timur,1299.616,10.63
10/12/2021,Nusa Tenggara Timur,1311.609,11.993
10/13/2021,Nusa Tenggara Timur,1326.95,15.341
10/14/2021,Nusa Tenggara Timur,1341.474,14.524
10/15/2021,Nusa Tenggara Timur,1358.457,16.983
10/16/2021,Nusa Tenggara Timur,1374.029,15.572
10/17/2021,Nusa Tenggara Timur,1375.912,1.883
10/18/2021,Nusa Tenggara Timur,1395.948,20.036
10/19/2021,Nusa Tenggara Timur,1410.261,14.313
10/20/2021,Nusa Tenggara Timur,1415.783,5.522
